Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","150","Europe","5510","Production","01192","Buckwheat","2003","2003","t","1012019.83","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01192","Buckwheat","2004","2004","ha","1394108","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01192","Buckwheat","2004","2004","kg/ha","849.6","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01192","Buckwheat","2004","2004","t","1184449.8","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01192","Buckwheat","2005","2005","ha","1386322","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01192","Buckwheat","2005","2005","kg/ha","804","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01192","Buckwheat","2005","2005","t","1114578","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01192","Buckwheat","2006","2006","ha","1603294","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01192","Buckwheat","2006","2006","kg/ha","786.2","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01192","Buckwheat","2006","2006","t","1260508.46","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01192","Buckwheat","2007","2007","ha","1656780","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01192","Buckwheat","2007","2007","kg/ha","888.9","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01192","Buckwheat","2007","2007","t","1472752.51","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01192","Buckwheat","2008","2008","ha","1445266","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01192","Buckwheat","2008","2008","kg/ha","956","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01192","Buckwheat","2008","2008","t","1381736.66","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01192","Buckwheat","2009","2009","ha","1042937","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01192","Buckwheat","2009","2009","kg/ha","951","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01192","Buckwheat","2009","2009","t","991880.45","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01192","Buckwheat","2010","2010","ha","949271","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01192","Buckwheat","2010","2010","kg/ha","779.5","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01192","Buckwheat","2010","2010","t","739950.6","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01192","Buckwheat","2011","2011","ha","1317092","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01192","Buckwheat","2011","2011","kg/ha","1027.4","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01192","Buckwheat","2011","2011","t","1353217.78","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01192","Buckwheat","2012","2012","ha","1494207","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01192","Buckwheat","2012","2012","kg/ha","882.1","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01192","Buckwheat","2012","2012","t","1318003","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01192","Buckwheat","2013","2013","ha","1265150","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01192","Buckwheat","2013","2013","kg/ha","1054.1","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01192","Buckwheat","2013","2013","t","1333636","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01192","Buckwheat","2014","2014","ha","1012277","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01192","Buckwheat","2014","2014","kg/ha","1080.2","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01192","Buckwheat","2014","2014","t","1093503.4","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01192","Buckwheat","2015","2015","ha","1189004","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01192","Buckwheat","2015","2015","kg/ha","1042","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01192","Buckwheat","2015","2015","t","1238989.15","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01192","Buckwheat","2016","2016","ha","1499272","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01192","Buckwheat","2016","2016","kg/ha","1164.2","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01192","Buckwheat","2016","2016","t","1745431.09","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01192","Buckwheat","2017","2017","ha","1933499","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01192","Buckwheat","2017","2017","kg/ha","1128.5","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01192","Buckwheat","2017","2017","t","2181933.28","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01192","Buckwheat","2018","2018","ha","1166216","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01192","Buckwheat","2018","2018","kg/ha","979.3","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01192","Buckwheat","2018","2018","t","1142069","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01192","Buckwheat","2019","2019","ha","894181","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01192","Buckwheat","2019","2019","kg/ha","1024.4","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01192","Buckwheat","2019","2019","t","915995","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01192","Buckwheat","2020","2020","ha","933658","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01192","Buckwheat","2020","2020","kg/ha","1091.8","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01192","Buckwheat","2020","2020","t","1019405.2","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01192","Buckwheat","2021","2021","ha","1032905","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01192","Buckwheat","2021","2021","kg/ha","1010.7","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01192","Buckwheat","2021","2021","t","1043908.4","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01192","Buckwheat","2022","2022","ha","1237002","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01192","Buckwheat","2022","2022","kg/ha","1121.7","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01192","Buckwheat","2022","2022","t","1387606.51","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01192","Buckwheat","2023","2023","ha","1201104","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01192","Buckwheat","2023","2023","kg/ha","1146.8","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01192","Buckwheat","2023","2023","t","1377471","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1961","1961","ha","700287","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1961","1961","kg/ha","19228.5","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1961","1961","t","13465442","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1962","1962","ha","696995","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1962","1962","kg/ha","17984.5","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1962","1962","t","12535123","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1963","1963","ha","705051","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1963","1963","kg/ha","18661.9","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1963","1963","t","13157574","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1964","1964","ha","701459","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1964","1964","kg/ha","20530.3","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1964","1964","t","14401143","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1965","1965","ha","675790","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1965","1965","kg/ha","20323.8","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1965","1965","t","13734634","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1966","1966","ha","690288","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1966","1966","kg/ha","21343.5","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1966","1966","t","14733185","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1967","1967","ha","670275","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1967","1967","kg/ha","22243.1","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1967","1967","t","14908969","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1968","1968","ha","689031","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1968","1968","kg/ha","20631.2","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1968","1968","t","14215538","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1969","1969","ha","698240","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1969","1969","kg/ha","20366","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1969","1969","t","14220354","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1970","1970","ha","701540","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1970","1970","kg/ha","21611.6","E","Estimated value",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1970","1970","t","15161404","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1971","1971","ha","687465","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1971","1971","kg/ha","21674.5","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1971","1971","t","14900446","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1972","1972","ha","678252","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1972","1972","kg/ha","21285.7","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1972","1972","t","14437057","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1973","1973","ha","692815","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1973","1973","kg/ha","24348.9","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1973","1973","t","16869304","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1974","1974","ha","704368","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1974","1974","kg/ha","23651","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1974","1974","t","16659037","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1975","1975","ha","706279","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1975","1975","kg/ha","22331.1","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1975","1975","t","15772004","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1976","1976","ha","691038","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1976","1976","kg/ha","23943.5","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1976","1976","t","16545901","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1977","1977","ha","685141","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1977","1977","kg/ha","23265.9","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1977","1977","t","15940401","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1978","1978","ha","724672","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1978","1978","kg/ha","25356.2","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1978","1978","t","18374930","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1979","1979","ha","701855","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1979","1979","kg/ha","23281.4","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1979","1979","t","16340151","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1980","1980","ha","734805","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1980","1980","kg/ha","23123.5","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1980","1980","t","16991278","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1981","1981","ha","719259","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1981","1981","kg/ha","23078.2","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1981","1981","t","16599181","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1982","1982","ha","720943","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1982","1982","kg/ha","26018.7","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1982","1982","t","18758002","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1983","1983","ha","710657","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1983","1983","kg/ha","25163.2","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1983","1983","t","17882376","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1984","1984","ha","732319","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1984","1984","kg/ha","27650.2","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1984","1984","t","20248774","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1985","1985","ha","697704","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1985","1985","kg/ha","25786.4","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1985","1985","t","17991302","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1986","1986","ha","735530","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1986","1986","kg/ha","24069.6","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1986","1986","t","17703898","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1987","1987","ha","809612","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1987","1987","kg/ha","21202.9","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1987","1987","t","17166113","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1988","1988","ha","732969","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1988","1988","kg/ha","23563.3","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1988","1988","t","17271157","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1989","1989","ha","737819","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1989","1989","kg/ha","22891.9","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1989","1989","t","16890077","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1990","1990","ha","667921","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1990","1990","kg/ha","23110","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1990","1990","t","15435643","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1991","1991","ha","668615","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1991","1991","kg/ha","23313.5","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1991","1991","t","15587756.09","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1992","1992","ha","556586","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1992","1992","kg/ha","20185.5","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1992","1992","t","11234939.56","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1993","1993","ha","561335","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1993","1993","kg/ha","21960.2","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1993","1993","t","12327048.39","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1994","1994","ha","550459","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1994","1994","kg/ha","19635.5","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1994","1994","t","10808524.21","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1995","1995","ha","560237","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1995","1995","kg/ha","20145.2","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1995","1995","t","11286117.29","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1996","1996","ha","561425","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1996","1996","kg/ha","21394.3","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1996","1996","t","12011308.88","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1997","1997","ha","549764","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1997","1997","kg/ha","21880.4","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1997","1997","t","12029061.91","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1998","1998","ha","532944","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1998","1998","kg/ha","22132.1","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1998","1998","t","11795192.49","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","1999","1999","ha","549177","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","1999","1999","kg/ha","22659.2","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","1999","1999","t","12443890.85","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","2000","2000","ha","545152","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","2000","2000","kg/ha","21598.9","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","2000","2000","t","11774701.91","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","2001","2001","ha","514674","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","2001","2001","kg/ha","23154.1","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","2001","2001","t","11916816.43","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","2002","2002","ha","484608","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","2002","2002","kg/ha","22225.9","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","2002","2002","t","10770829.72","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","2003","2003","ha","493663","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","2003","2003","kg/ha","24667.7","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","2003","2003","t","12177544.42","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","2004","2004","ha","459921","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","2004","2004","kg/ha","25430.5","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","2004","2004","t","11696016.8","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","2005","2005","ha","462654","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","2005","2005","kg/ha","24420.5","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","2005","2005","t","11298252.14","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","2006","2006","ha","409478","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","2006","2006","kg/ha","27216.6","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","2006","2006","t","11144607.1","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","2007","2007","ha","425882","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","2007","2007","kg/ha","25031.3","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","2007","2007","t","10660396.3","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","2008","2008","ha","442954","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","2008","2008","kg/ha","26497.3","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","2008","2008","t","11737100.83","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","2009","2009","ha","431592","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","2009","2009","kg/ha","27225.4","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","2009","2009","t","11750287.87","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","2010","2010","ha","419302","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","2010","2010","kg/ha","25655.2","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","2010","2010","t","10757262.51","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","2011","2011","ha","431657","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","2011","2011","kg/ha","28618.6","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","2011","2011","t","12353407.57","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","2012","2012","ha","404968","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","2012","2012","kg/ha","28462.4","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","2012","2012","t","11526368.54","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","2013","2013","ha","402933","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","2013","2013","kg/ha","28665.5","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","2013","2013","t","11550287.86","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","2014","2014","ha","382864","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","2014","2014","kg/ha","30572","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","2014","2014","t","11704915.25","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","2015","2015","ha","380093","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","2015","2015","kg/ha","29074.2","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","2015","2015","t","11050913.51","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","2016","2016","ha","343522","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","2016","2016","kg/ha","30586.3","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","2016","2016","t","10507085.35","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","2017","2017","ha","336285","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5412","Yield","01212","Cabbages","2017","2017","kg/ha","31213.7","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01212","Cabbages","2017","2017","t","10496682.67","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5312","Area harvested","01212","Cabbages","2018","2018","ha","318335","A","Official figure",""
